ID, Assembly_file, length, num_contigs
esc_sa4300aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7250969_trimmed.contigs_velvet.fa,5038615,2492
9803_5#20,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#20.contigs_velvet.fa,4695616,354
9803_5#21,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#21.contigs_velvet.fa,4869264,392
9803_5#22,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#22.contigs_velvet.fa,5144782,178
9803_5#23,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#23.contigs_velvet.fa,4879070,389
esc_sa4296aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7250960_trimmed.contigs_velvet.fa,5281882,136
9803_5#25,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#25.contigs_velvet.fa,4228905,255
esc_ja4781aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4781aa_as.fasta,5356046,402
esc_ja4781aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788211_trimmed.contigs_velvet.fa,5327620,327
9803_5#27,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#27.contigs_velvet.fa,4456101,332
11658_8#58,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#58.contigs_velvet.fa,4943267,37
11658_8#59,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#59.contigs_velvet.fa,5215499,91
srs1782201,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897470_trimmed.contigs_velvet.fa,5019475,111
esc_ja3952aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja3952aa_as.fasta,5314813,349
esc_ja3952aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897477_trimmed.contigs_velvet.fa,5284600,153
esc_ja3951aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897474_trimmed.contigs_velvet.fa,5286720,136
esc_ja3951aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja3951aa_as.fasta,5314567,332
11658_8#50,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#50.contigs_velvet.fa,5355670,125
11658_8#51,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#51.contigs_velvet.fa,5389825,153
11658_8#52,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#52.contigs_velvet.fa,5217114,89
11658_8#53,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#53.contigs_velvet.fa,5272179,100
11658_8#54,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#54.contigs_velvet.fa,5258207,89
11658_8#55,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_8#55.contigs_velvet.fa,5208817,71
11658_8#55,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#55.contigs_velvet.fa,5208817,71
11658_8#56,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#56.contigs_velvet.fa,5282423,87
11658_8#57,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#57.contigs_velvet.fa,5337478,77
esc_pa5391aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR6052760_trimmed.contigs_velvet.fa,5412429,215
esc_pa5391aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa5391aa_as.fasta,5455534,378
esc_ga3680aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3680aa_as.fasta,5298045,351
esc_ga3680aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241845_trimmed.contigs_velvet.fa,5237535,218
esc_ga3679aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241844_trimmed.contigs_velvet.fa,5516862,341
esc_ga3679aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3679aa_as.fasta,5546122,291
esc_ga3682aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241847_trimmed.contigs_velvet.fa,5248372,293
esc_ga3682aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3682aa_as.fasta,5233033,221
esc_ga3681aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241846_trimmed.contigs_velvet.fa,5417466,201
esc_ga3681aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3681aa_as.fasta,5432912,238
esc_ga3676aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3676aa_as.fasta,5182555,286
esc_ga3676aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241841_trimmed.contigs_velvet.fa,5146565,211
esc_ga3675aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3675aa_as.fasta,5360412,250
esc_ga3675aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241840_trimmed.contigs_velvet.fa,5333730,144
esc_ga3678aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3678aa_as.fasta,5319664,167
esc_ga3678aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241843_trimmed.contigs_velvet.fa,5333086,119
esc_ga3677aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241842_trimmed.contigs_velvet.fa,5381516,255
esc_ga3677aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3677aa_as.fasta,5367195,252
esc_ga3684aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241849_trimmed.contigs_velvet.fa,5536728,1152
esc_ga3684aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3684aa_as.fasta,5410917,307
esc_ga3683aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga3683aa_as.fasta,5359861,172
esc_ga3683aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3241848_trimmed.contigs_velvet.fa,5366485,178
srs1805086,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR5030806_trimmed.contigs_velvet.fa,5063374,223
esc_sa6805aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367461_trimmed.contigs_velvet.fa,5518952,151
esc_ra0765aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra0765aa_as.fasta,5391342,135
esc_ra0764aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra0764aa_as.fasta,5393421,133
esc_ra0763aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra0763aa_as.fasta,5393740,193
esc_ga8503aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga8503aa_as.fasta,5436120,312
esc_ga8503aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3531889_trimmed.contigs_velvet.fa,5401643,351
esc_ja4005aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897617_trimmed.contigs_velvet.fa,5281844,168
esc_ja4005aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4005aa_as.fasta,5312835,312
esc_ja4004aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897614_trimmed.contigs_velvet.fa,5394760,2415
esc_ja4004aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4004aa_as.fasta,5379270,390
esc_ja4003aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4003aa_as.fasta,5242294,200
esc_ja4003aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897610_trimmed.contigs_velvet.fa,5323222,1466
38351_f01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/complete/38351_F01_contigs_pacbio.fa,5418790,4
esc_ja4006aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4006aa_as.fasta,5121496,141
esc_ja4006aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897618_trimmed.contigs_velvet.fa,5116720,84
esc_ja4007aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4007aa_as.fasta,5267149,169
esc_ja4007aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897619_trimmed.contigs_velvet.fa,5286220,148
esc_ca6221aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca6221aa_as.fasta,5118048,233
esc_ba2678aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba2678aa_as.fasta,5704806,319
esc_ba9648aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba9648aa_as.fasta,5384275,255
esc_ba4821aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba4821aa_as.fasta,5438001,300
esc_ca4687aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4687aa_as.fasta,5718733,347
esc_aa9661aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_aa9661aa_as.fasta,5324702,174
esc_fa2270aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_fa2270aa_as.fasta,5369306,186
esc_ba1573aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba1573aa_as.fasta,5259780,210
esc_ca0516aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca0516aa_as.fasta,5414836,267
esc_ba8032aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba8032aa_as.fasta,5577513,306
esc_ba3634aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba3634aa_as.fasta,5029829,269
esc_fa4841aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_fa4841aa_as.fasta,5443480,379
37277_e01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/complete/37277_E01_contigs_pacbio.fa,5544333,16
esc_pa2023aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa2023aa_as.fasta,4953847,74
esc_ca5349aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5349aa_as.fasta,4831569,84
esc_qa2206aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_qa2206aa_as.fasta,5275734,144
11679_5#74,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#74.contigs_velvet.fa,5272556,161
11679_5#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#75.contigs_velvet.fa,5059255,62
11679_5#76,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#76.contigs_velvet.fa,5496459,100
11679_5#77,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11679_5#77.contigs_velvet.fa,5210280,57
11679_5#77,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#77.contigs_velvet.fa,5210280,57
11679_5#70,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#70.contigs_velvet.fa,5125026,51
11679_5#71,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#71.contigs_velvet.fa,5039273,55
11658_4#8,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#8.contigs_velvet.fa,5176178,81
11679_5#73,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#73.contigs_velvet.fa,5175857,76
11658_4#6,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#6.contigs_velvet.fa,4743650,19
11658_4#7,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#7.contigs_velvet.fa,5230387,57
11658_4#7,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_4#7.contigs_velvet.fa,5230387,57
11658_4#4,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#4.contigs_velvet.fa,4971121,142
11658_4#5,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#5.contigs_velvet.fa,5247339,63
11658_4#2,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#2.contigs_velvet.fa,5047519,54
11679_5#79,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#79.contigs_velvet.fa,5189846,75
11658_4#1,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#1.contigs_velvet.fa,4747086,21
esc_ia2296aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia2296aa_as.fasta,5246829,258
esc_ia2295aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia2295aa_as.fasta,5011913,99
esc_ca4831aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4831aa_as.fasta,5481648,277
srs3436418,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367564_trimmed.contigs_velvet.fa,5376054,1009
esc_ia2294aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia2294aa_as.fasta,5215405,429
esc_sa6839aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367566_trimmed.contigs_velvet.fa,4902406,1001
srs3436429,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367569_trimmed.contigs_velvet.fa,4986718,301
esc_sa4947aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7274961_trimmed.contigs_velvet.fa,5310263,135
esc_sa7577aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7439118_trimmed.contigs_velvet.fa,5444847,189
esc_ca5866aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5866aa_as.fasta,5055037,208
esc_ca0850aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca0850aa_as.fasta,5109871,153
esc_ca2471aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2471aa_as.fasta,4946791,201
esc_ca2638aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2638aa_as.fasta,5227828,258
srs3771743,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7826974_trimmed.contigs_velvet.fa,5402242,206
srs3771744,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7826975_trimmed.contigs_velvet.fa,5469099,122
srs3771746,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7826977_trimmed.contigs_velvet.fa,5730408,174
srs3771738,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7826970_trimmed.contigs_velvet.fa,5326762,140
srs3771740,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7826971_trimmed.contigs_velvet.fa,5470318,133
esc_ca5971aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5971aa_as.fasta,5316090,290
esc_ba4194aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba4194aa_as.fasta,5654252,296
esc_ia1172aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4179807_trimmed.contigs_velvet.fa,5322757,361
esc_ia1172aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia1172aa_as.fasta,5362541,388
esc_ca6043aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca6043aa_as.fasta,5421353,293
esc_ca5015aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5015aa_as.fasta,5604676,346
esc_ca2851aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2851aa_as.fasta,5459560,401
esc_ba0611aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/missing_and_added/assemblies/esc_ba0611aa_as.fa,5531320,311
esc_ca0275aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca0275aa_as.fasta,5307490,164
esc_ca4536aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4536aa_as.fasta,5420406,230
esc_ba5097aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba5097aa_as.fasta,5724773,340
esc_ca4208aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4208aa_as.fasta,5428152,290
esc_ba7641aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba7641aa_as.fasta,5480016,318
esc_ca6425aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca6425aa_as.fasta,5101015,198
esc_ca1543aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1543aa_as.fasta,5221279,276
esc_ca1708aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1708aa_as.fasta,5331377,282
esc_ca6319aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca6319aa_as.fasta,5191176,282
esc_ca5544aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5544aa_as.fasta,5118217,168
esc_ca2441aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2441aa_as.fasta,5282761,195
esc_ca6235aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca6235aa_as.fasta,5337206,219
jsig00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSIG00000000.fa,4806905,231
jsig00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314521_trimmed.contigs_velvet.fa,4631355,3299
jspu00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314292_trimmed.contigs_velvet.fa,5398167,80
jspu00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPU00000000.fa,5509280,110
jspv00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314291_trimmed.contigs_velvet.fa,5225867,102
jspv00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPV00000000.fa,5232185,120
jsif00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSIF00000000.fa,4897356,103
jsif00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314522_trimmed.contigs_velvet.fa,4738103,519
jspp00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314297_trimmed.contigs_velvet.fa,5095852,56
jspp00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPP00000000.fa,5176040,87
jsid00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSID00000000.fa,4958019,80
jsid00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314524_trimmed.contigs_velvet.fa,4813938,247
jspr00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPR00000000.fa,5129067,74
jspr00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314295_trimmed.contigs_velvet.fa,5059622,51
jsps00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314294_trimmed.contigs_velvet.fa,5401352,119
jsps00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPS00000000.fa,5504168,154
jshy00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSHY00000000.fa,5305452,183
jshy00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314529_trimmed.contigs_velvet.fa,5013917,2821
jshz00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314528_trimmed.contigs_velvet.fa,3737609,9090
jspn00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSPN00000000.fa,5344030,118
jspn00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314299_trimmed.contigs_velvet.fa,5196182,65
esc_ca1145aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1145aa_as.fasta,5330077,219
esc_sa2817aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7209050_trimmed.contigs_velvet.fa,5380061,6630
esc_ja4460aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR4787153_trimmed.contigs_velvet.fa,5308504,181
esc_ja4460aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4460aa_as.fasta,5360763,434
esc_ja4543aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4543aa_as.fasta,5108600,171
esc_ja4543aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4787331_trimmed.contigs_velvet.fa,5028625,363
esc_ja4542aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4787330_trimmed.contigs_velvet.fa,6725765,5206
esc_ja4542aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4542aa_as.fasta,5373454,394
esc_ja4544aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4544aa_as.fasta,5167677,116
esc_ja4603aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4787443_trimmed.contigs_velvet.fa,5355971,132
esc_ja4603aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4603aa_as.fasta,5386439,348
esc_ja4602aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4602aa_as.fasta,5346160,298
esc_ja4602aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4787441_trimmed.contigs_velvet.fa,5309500,203
esc_la5462aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_la5462aa_as.fasta,5417817,326
srs1774155,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4787339_trimmed.contigs_velvet.fa,5538224,246
esc_ja4545aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4545aa_as.fasta,5355233,202
