ID, file_name,cds,trna,hypothetical protein,transposase,pseudogene,conjuga,phage,fimbrial,plasmid,crispr,resistance,virulence,secretion system
7521_4#53,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7521_4#53.contigs_velvet.fa.gff,4954,85,795,77,0,45,329,78,38,11,111,12,59
7521_4#52,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7521_4#52.contigs_velvet.fa.gff,4695,83,734,103,0,36,241,59,32,11,115,8,29
7521_4#51,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7521_4#51.contigs_velvet.fa.gff,4781,85,751,69,0,52,250,68,42,10,108,10,62
7521_4#50,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7521_4#50.contigs_velvet.fa.gff,4887,85,764,80,1,77,248,65,55,11,119,12,59
srs2720147,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787420_trimmed.velvet.gff,5385,76,1631,58,0,11,356,62,32,9,104,6,56
esc_ja4594aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787423_trimmed.velvet.gff,5249,74,1528,73,0,10,297,75,29,9,108,11,50
esc_ja4594aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4594aa_as.fasta.gff,4956,61,752,51,0,9,330,75,31,11,127,11,66
esc_ja4593aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787422_trimmed.velvet.gff,4969,78,819,70,0,11,335,71,33,11,124,10,67
esc_ja4593aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4593aa_as.fasta.gff,4995,78,749,55,0,9,347,75,31,11,129,11,66
esc_ja4578aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4578aa_as.fasta.gff,5045,75,776,62,0,10,385,75,33,11,122,10,68
esc_ja4578aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787394_trimmed.velvet.gff,5035,81,820,62,0,10,377,75,33,11,122,10,62
esc_ja4595aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4595aa_as.fasta.gff,5072,67,797,55,0,21,378,78,35,12,119,12,73
esc_ja4595aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787428_trimmed.velvet.gff,5017,79,877,65,0,20,350,76,33,12,113,11,73
esc_ha7407aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7407aa_as.fasta.gff,4515,64,678,93,0,4,152,62,24,3,104,9,47
esc_ha7408aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7408aa_as.fasta.gff,4918,57,812,69,0,59,360,58,42,11,106,8,37
esc_ha7409aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7409aa_as.fasta.gff,4356,63,652,66,0,9,121,64,22,3,104,8,36
esc_ha7410aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7410aa_as.fasta.gff,4821,72,732,73,0,42,304,77,30,11,114,9,53
11657_5#1,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#1.gff,4308,77,643,55,0,18,85,63,22,11,108,8,42
11657_5#2,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#2.gff,4792,78,736,63,0,41,294,58,32,19,124,9,57
11657_5#3,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#3.gff,4596,77,693,87,0,5,190,58,17,3,117,12,38
11657_5#4,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#4.gff,4312,66,633,42,0,3,232,47,12,11,108,10,39
11657_5#5,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#5.gff,4511,76,626,63,0,35,197,81,28,10,120,9,31
11657_5#6,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#6.gff,4490,77,680,68,0,7,129,60,18,3,112,8,42
11657_5#7,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11657_5#7.gff,4792,74,719,68,0,39,307,50,39,3,110,11,40
11657_5#7,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#7.gff,4792,74,719,68,0,39,307,50,39,3,110,11,40
11657_5#8,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#8.gff,4677,73,710,70,0,34,247,50,37,3,109,8,40
11657_5#9,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#9.gff,4217,79,589,26,0,2,144,74,12,11,108,9,45
11658_5#49,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#49.gff,4872,73,714,80,0,39,307,71,37,12,118,10,66
11658_5#45,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#45.gff,4592,77,684,42,0,40,181,68,31,12,120,11,55
11658_5#46,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#46.gff,4700,64,738,79,0,40,172,75,27,3,115,11,57
11658_5#47,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#47.gff,4537,76,670,33,0,4,315,50,17,24,107,7,57
11658_5#40,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#40.gff,4538,73,668,44,0,37,213,67,26,11,112,10,66
11658_5#41,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_5#41.gff,4946,75,798,76,0,37,353,45,36,3,113,10,40
11658_5#41,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#41.gff,4946,75,798,76,0,37,353,45,36,3,113,10,40
11658_5#42,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_5#42.gff,4499,69,662,82,0,36,122,51,36,3,113,11,39
11658_5#42,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#42.gff,4499,69,662,82,0,36,122,51,36,3,113,11,39
11658_5#43,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#43.gff,4724,71,707,67,0,27,206,61,31,32,114,12,63
esc_ga9683aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9683aa_as.fasta.gff,5050,81,766,59,0,18,445,78,33,11,125,10,64
esc_ca4920aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4920aa_as.fasta.gff,4654,36,713,58,0,4,339,66,13,3,107,8,42
srs2525688,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR6051735_trimmed.velvet.gff,5115,81,893,66,0,10,438,76,29,11,120,10,67
esc_ca4416aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4416aa_as.fasta.gff,4619,69,692,55,0,37,226,59,30,19,115,9,57
esc_ba7036aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba7036aa_as.fasta.gff,4654,80,755,66,0,5,172,69,14,3,111,8,46
esc_pa2778aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa2778aa_as.fasta.gff,4852,66,765,54,0,17,291,61,25,11,117,10,58
esc_pa2778aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6001161_trimmed.velvet.gff,4842,89,826,59,0,17,298,61,25,11,112,10,57
esc_sa6595aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7358284_trimmed.velvet.gff,5294,76,1464,93,0,54,242,63,45,10,101,10,51
esc_ca5235aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5235aa_as.fasta.gff,4450,78,673,59,0,4,182,60,18,14,113,10,51
esc_sa6593aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7358281_trimmed.velvet.gff,4970,83,765,64,0,22,367,76,21,12,118,10,77
esc_ra3287aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra3287aa_as.fasta.gff,4795,71,741,88,2,14,260,79,38,11,113,14,60
esc_ra3287aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR6473280_trimmed.velvet.gff,4780,79,747,87,2,17,257,77,38,11,114,14,59
esc_sa6597aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7358288_trimmed.velvet.gff,5119,90,805,60,0,23,409,69,37,11,122,10,74
esc_ca1654aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1654aa_as.fasta.gff,5049,72,784,62,0,47,366,60,41,13,114,9,72
esc_ha7921aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7921aa_as.fasta.gff,4180,62,613,32,0,6,105,71,14,6,103,8,18
esc_ca1825aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1825aa_as.fasta.gff,4321,65,636,52,0,8,97,64,15,11,111,13,33
esc_ha7991aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7991aa_as.fasta.gff,4779,75,739,66,1,56,260,63,41,11,111,11,57
esc_ba6506aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba6506aa_as.fasta.gff,4672,70,727,62,0,7,207,66,15,31,110,9,61
esc_ia2221aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia2221aa_as.fasta.gff,4685,71,718,58,0,40,241,59,30,22,112,8,56
jsnb00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR1314366_trimmed.velvet.gff,6083,59,988,60,0,5,307,69,31,4,138,15,73
jsnb00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSNB00000000.fa.gff,4814,56,726,78,0,6,295,63,31,5,116,12,61
esc_ja4789aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4788229_trimmed.velvet.gff,5114,80,1028,61,0,9,398,73,31,10,114,10,63
esc_ja4789aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4789aa_as.fasta.gff,5085,74,837,52,0,9,393,75,30,11,122,11,65
esc_ca5407aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5407aa_as.fasta.gff,4401,77,645,27,0,2,153,75,19,12,111,10,47
esc_ca5933aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5933aa_as.fasta.gff,4667,76,695,56,0,37,265,59,28,19,115,9,58
esc_sa6949aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7401693_trimmed.velvet.gff,4998,81,790,68,0,10,346,75,32,11,128,11,66
esc_sa6951aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7401698_trimmed.velvet.gff,4901,78,729,56,0,9,352,72,31,11,122,10,65
esc_sa6552aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7358021_trimmed.velvet.gff,5286,83,1304,64,0,62,400,69,44,11,102,10,36
esc_sa6555aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7358025_trimmed.velvet.gff,4746,78,796,77,0,4,248,66,22,3,111,7,39
esc_ea6205aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ea6205aa_as.fasta.gff,4696,68,727,39,0,72,214,68,49,12,109,10,55
esc_qa2991aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_qa2991aa_as.fasta.gff,4790,65,776,69,0,11,239,76,15,11,114,12,58
esc_sa4475aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7257120_trimmed.velvet.gff,4999,76,827,71,0,31,327,74,44,13,112,14,42
esc_pa5124aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051948_trimmed.velvet.gff,5025,93,796,60,0,22,372,69,35,11,121,10,72
esc_pa5124aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5124aa_as.fasta.gff,5055,78,792,58,0,22,366,70,35,11,121,10,73
esc_pa5125aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5125aa_as.fasta.gff,5124,84,799,59,0,31,418,69,38,11,121,10,69
esc_pa5125aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051949_trimmed.velvet.gff,5141,93,801,61,0,31,433,69,38,11,121,10,67
14937_6#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/14937_6#61.gff,4736,73,736,75,0,26,264,54,38,3,110,9,47
esc_pa5118aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5118aa_as.fasta.gff,4994,59,764,52,0,10,367,69,32,12,121,10,67
esc_pa5118aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051942_trimmed.velvet.gff,5371,74,879,55,0,11,342,71,34,11,125,9,65
esc_pa5119aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051943_trimmed.velvet.gff,4846,79,714,58,0,8,334,70,30,11,122,12,55
esc_pa5119aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5119aa_as.fasta.gff,4880,74,731,58,0,8,326,72,30,11,120,12,66
esc_pa5116aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5116aa_as.fasta.gff,5020,70,782,58,0,10,362,75,33,11,122,10,66
esc_pa5117aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5117aa_as.fasta.gff,5338,88,941,71,0,8,410,72,32,11,130,10,67
esc_pa5117aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051941_trimmed.velvet.gff,5247,92,892,71,0,8,408,72,32,11,129,10,63
esc_pa5122aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5122aa_as.fasta.gff,4937,81,744,52,0,10,353,69,33,11,121,10,66
esc_pa5122aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051946_trimmed.velvet.gff,4924,82,734,55,0,9,343,69,32,11,120,10,69
esc_ca5420aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5420aa_as.fasta.gff,4700,74,711,57,0,42,275,49,32,23,112,7,56
esc_pa5120aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051944_trimmed.velvet.gff,4912,85,745,59,0,10,348,75,33,11,121,11,47
esc_pa5120aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5120aa_as.fasta.gff,4984,70,756,56,0,9,362,75,32,11,121,12,66
esc_pa5121aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6051945_trimmed.velvet.gff,4984,86,781,60,0,23,325,72,39,11,118,12,72
esc_pa5121aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5121aa_as.fasta.gff,4978,76,750,59,0,23,330,72,39,11,119,12,70
11679_8#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#60.gff,4738,82,724,46,0,44,317,59,36,23,116,8,66
11679_8#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#61.gff,4559,78,681,37,0,14,192,54,30,31,106,10,44
11679_8#62,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#62.gff,4743,78,746,69,0,13,261,78,20,4,113,9,67
11679_8#63,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#63.gff,4636,79,682,55,0,36,196,71,34,11,113,10,53
11679_8#65,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#65.gff,4570,79,697,27,0,44,232,60,27,3,116,9,68
11679_8#66,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#66.gff,4812,78,702,63,0,48,293,77,33,12,121,9,62
11679_8#67,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#67.gff,4748,77,737,81,0,31,214,74,33,3,115,12,58
11679_8#68,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#68.gff,4825,76,713,71,0,47,259,68,40,12,119,8,69
11679_8#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#69.gff,4747,75,691,55,0,47,254,59,33,12,115,9,72
esc_aa9891aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_aa9891aa_as.fasta.gff,5014,74,747,61,0,21,381,75,29,11,125,10,76
14937_6#34,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/14937_6#34.gff,4866,73,756,82,0,18,295,54,43,3,110,9,42
esc_pa0724aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa0724aa_as.fasta.gff,4739,76,708,34,0,12,393,59,26,21,112,7,64
esc_pa7959aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa7959aa_as.fasta.gff,4893,66,735,60,0,8,330,72,30,11,119,12,66
esc_pa7959aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR6079441_trimmed.velvet.gff,4883,78,768,57,0,9,328,73,31,11,118,12,66
esc_ja3968aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897518_trimmed.velvet.gff,4988,83,810,59,0,20,348,69,33,11,121,10,75
esc_ja3968aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3968aa_as.fasta.gff,5027,73,783,58,0,21,364,70,35,11,122,10,73
esc_ja3967aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897517_trimmed.velvet.gff,5154,73,1081,70,0,19,352,74,32,11,118,10,68
esc_ja3967aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3967aa_as.fasta.gff,5094,63,814,54,0,20,352,75,32,11,125,12,74
esc_ja3966aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3966aa_as.fasta.gff,4938,73,755,56,0,8,341,69,30,11,122,10,60
esc_ja3966aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897516_trimmed.velvet.gff,4860,90,750,58,0,9,343,68,31,11,120,10,57
15056_4#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/15056_4#61.gff,4758,71,710,82,0,5,293,54,31,3,112,9,39
15056_4#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/15056_4#60.gff,4722,74,716,78,0,11,269,54,33,3,111,9,47
15056_4#62,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/15056_4#62.gff,4786,73,736,79,0,10,297,54,32,3,112,9,47
15056_4#65,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/15056_4#65.gff,4979,82,797,81,0,42,359,48,37,3,113,10,49
esc_ga9188aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR3578622_trimmed.velvet.gff,4881,79,787,68,0,16,362,73,25,11,112,10,58
esc_ga9188aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9188aa_as.fasta.gff,4934,68,727,61,0,17,359,75,26,11,121,9,66
15056_4#66,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/15056_4#66.gff,4781,74,715,82,0,6,297,54,31,3,112,9,39
esc_sa1994aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7184375_trimmed.velvet.gff,5055,79,854,56,0,63,386,69,39,11,111,8,28
jslt00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSLT00000000.fa.gff,4834,46,756,98,0,18,198,74,33,3,117,11,48
jslt00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR1314415_trimmed.velvet.gff,4790,67,815,95,0,19,192,72,35,3,112,10,46
esc_sa1991aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7184371_trimmed.velvet.gff,5156,80,874,67,0,60,388,82,42,10,112,12,42
esc_ga9193aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9193aa_as.fasta.gff,4664,75,715,68,0,24,278,63,32,4,115,11,58
esc_ga9193aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR3578629_trimmed.velvet.gff,4636,72,724,66,0,22,275,62,31,4,113,10,56
esc_sa1992aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7184372_trimmed.velvet.gff,4830,75,757,63,0,46,323,51,37,4,110,9,57
8205_3#71,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#71.gff,4402,76,608,29,0,2,216,73,15,12,110,9,62
8205_3#72,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#72.gff,5007,80,849,75,0,56,297,70,44,11,119,11,64
aihe00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2013/annotation/AIHE00000000.fa.gff,5091,91,759,152,0,26,393,69,33,12,119,10,62
aihe00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/AIHE00000000.fa.gff,5091,91,759,152,0,26,393,69,33,12,119,10,62
8205_3#74,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#74.gff,4475,77,628,38,0,5,255,73,18,11,111,11,62
8205_3#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#75.gff,4798,85,780,70,0,7,295,70,35,12,114,12,63
8205_3#76,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#76.gff,4840,82,705,49,0,44,365,78,39,11,112,16,65
8205_3#77,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#77.gff,4610,85,666,42,0,36,252,73,25,12,112,12,61
8205_3#78,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#78.gff,4608,80,680,67,0,14,254,63,22,11,110,8,79
8205_3#79,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#79.gff,4809,79,702,57,0,21,308,84,29,11,112,9,62
7114_1#3,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7114_1#3.contigs_velvet.fa.gff,4746,72,752,61,0,41,232,68,32,16,117,14,47
esc_ca3410aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca3410aa_as.fasta.gff,4628,76,696,65,0,25,237,55,32,3,112,10,46
esc_ha2622aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha2622aa_as.fasta.gff,5005,64,788,75,0,42,298,70,39,11,116,10,55
esc_sa4165aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7249718_trimmed.velvet.gff,5254,79,935,68,0,62,388,71,51,12,110,12,57
srs3528879,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7501163_trimmed.velvet.gff,4831,79,725,64,0,20,289,63,33,12,116,10,39
esc_ra2594aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra2594aa_as.fasta.gff,4985,75,786,58,1,37,332,59,32,11,116,8,55
esc_sa4476aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7257125_trimmed.velvet.gff,4915,81,737,65,0,16,373,75,25,11,121,9,57
esc_ia2217aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia2217aa_as.fasta.gff,4918,73,753,68,0,67,267,65,47,3,112,10,70
esc_sa5121aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7277790_trimmed.velvet.gff,5069,87,786,62,0,11,415,69,34,11,121,10,67
